Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
Brookland,Eastern Market,10.2
Brookland,Eisenhower Avenue,0.6
Brookland,Farragut North,267.7
Brookland,Farragut West,20.1
Brookland,Federal Center SW,17.6
Brookland,Federal Triangle,28.4
Brookland,Foggy Bottom,94.4
Brookland,Forest Glen,5
Brookland,Fort Totten,19.3
Brookland,Franconia-Springfield,2.3
Brookland,Friendship Heights,19.9
Brookland,Gallery Place-Chinatown,89.7
Brookland,Georgia Avenue-Petworth,15.4
Brookland,Glenmont,7
Brookland,Greenbelt,10.8
Brookland,Grosvenor,3.6
Brookland,Huntington,3
Brookland,Judiciary Square,137.9
Brookland,King Street,9.3
Brookland,Landover,0.5
Brookland,Largo Town Center,2.9
Brookland,L'Enfant Plaza,53
Brookland,McPherson Square,37.7
Brookland,Medical Center,29.6
Brookland,Metro Center,140.6
Brookland,Minnesota Avenue,6.1
Brookland,Morgan Blvd.,1.4
Brookland,Mt. Vernon Square-UDC,2.4
Brookland,Navy Yard,12.2
Brookland,Naylor Road,2.1
Brookland,New Carrollton,4.4
Brookland,New York Ave,62.5
Brookland,Pentagon,23.5
Brookland,Pentagon City,15.6
Brookland,Potomac Avenue,5.5
Brookland,Prince George's Plaza,6.5
Brookland,Reagan Washington National Airport,10.6
Brookland,Rhode Island Avenue,14
Brookland,Rockville,8.5
Brookland,Rosslyn,38.2
Brookland,Shady Grove,9.2
Brookland,Shaw-Howard University,5.4
Brookland,Silver Spring,79.1
Brookland,Smithsonian,31.9
Brookland,Southern Avenue,3
Brookland,Stadium-Armory,5
Brookland,Suitland,4.5
Brookland,Takoma,29.1
Brookland,Tenleytown-AU,54.2
Brookland,Twinbrook,5.2
Brookland,U Street-Cardozo,9.4
Brookland,Union Station,208.9
Brookland,Van Dorn Street,1.9
Brookland,Van Ness-UDC,11.5
Brookland,Vienna,7.6
Brookland,Virginia Square-GMU,5.4
Brookland,Waterfront,13.4
Brookland,West Falls Church,15.3
Brookland,West Hyattsville,3.7
Brookland,Wheaton,13.4
Brookland,White Flint,8.4
Brookland,Woodley Park-Zoo,15.6
Capitol Heights,Addison Road,18.2
Capitol Heights,Anacostia,17.1
Capitol Heights,Archives-Navy Memorial,22.4
Capitol Heights,Arlington Cemetery,1.7
Capitol Heights,Ballston,17.5
Capitol Heights,Benning Road,2.5
Capitol Heights,Bethesda,14
Capitol Heights,Braddock Road,3
Capitol Heights,Branch Avenue,3.2
Capitol Heights,Brookland,19.3
Capitol Heights,Capitol Heights,8
Capitol Heights,Capitol South,26.6
Capitol Heights,Cheverly,3.3
Capitol Heights,Clarendon,1
Capitol Heights,Cleveland Park,1.8
Capitol Heights,College Park-U of MD,1.8
Capitol Heights,Columbia Heights,19.8
Capitol Heights,Congress Heights,3.5
Capitol Heights,Court House,3
Capitol Heights,Crystal City,13.5
Capitol Heights,Deanwood,2.6
Capitol Heights,Dunn Loring,4.2
Capitol Heights,Dupont Circle,22.7
Capitol Heights,East Falls Church,1.2
Capitol Heights,Eastern Market,21.9
Capitol Heights,Eisenhower Avenue,1.6
Capitol Heights,Farragut North,9.9
Capitol Heights,Farragut West,104
Capitol Heights,Federal Center SW,43.6
Capitol Heights,Federal Triangle,62.7
Capitol Heights,Foggy Bottom,75.8
Capitol Heights,Forest Glen,0.3
Capitol Heights,Fort Totten,7.3
Capitol Heights,Franconia-Springfield,5.9
Capitol Heights,Friendship Heights,10.8
Capitol Heights,Gallery Place-Chinatown,19.8
Capitol Heights,Georgia Avenue-Petworth,9.9
Capitol Heights,Glenmont,1
Capitol Heights,Greenbelt,2.8
Capitol Heights,Grosvenor,2.2
Capitol Heights,Huntington,2.2
Capitol Heights,Judiciary Square,22.7
Capitol Heights,King Street,10.8
Capitol Heights,Landover,1.5
Capitol Heights,Largo Town Center,24
Capitol Heights,L'Enfant Plaza,61.6
Capitol Heights,McPherson Square,81.3
Capitol Heights,Medical Center,17.4
Capitol Heights,Metro Center,61.3
Capitol Heights,Minnesota Avenue,3.7
Capitol Heights,Morgan Blvd.,7.1
Capitol Heights,Mt. Vernon Square-UDC,8
Capitol Heights,Navy Yard,4.9
Capitol Heights,Naylor Road,0.9
Capitol Heights,New Carrollton,8.5
Capitol Heights,New York Ave,15
Capitol Heights,Pentagon,16.2
Capitol Heights,Pentagon City,12.9
Capitol Heights,Potomac Avenue,10.3
Capitol Heights,Prince George's Plaza,6.5
Capitol Heights,Reagan Washington National Airport,3.2
Capitol Heights,Rhode Island Avenue,10.4
Capitol Heights,Rockville,7.9
Capitol Heights,Rosslyn,18.7
Capitol Heights,Shady Grove,8.4
Capitol Heights,Shaw-Howard University,17.2
Capitol Heights,Silver Spring,15.3
Capitol Heights,Smithsonian,43.9
Capitol Heights,Southern Avenue,2.6
Capitol Heights,Stadium-Armory,14
Capitol Heights,Suitland,1.5
Capitol Heights,Takoma,6.6
Capitol Heights,Tenleytown-AU,13.3
Capitol Heights,Twinbrook,4
Capitol Heights,U Street-Cardozo,14.4
Capitol Heights,Union Station,18.8
Capitol Heights,Van Dorn Street,2.9
Capitol Heights,Van Ness-UDC,5.5
Capitol Heights,Vienna,1.3
Capitol Heights,Virginia Square-GMU,1.5
Capitol Heights,Waterfront,6.4
Capitol Heights,West Falls Church,7.8
Capitol Heights,West Hyattsville,1.3
Capitol Heights,Wheaton,1.6
Capitol Heights,White Flint,9.6
Capitol Heights,Woodley Park-Zoo,3.6
Capitol South,Addison Road,2.9
Capitol South,Anacostia,4.4
Capitol South,Archives-Navy Memorial,9.6
Capitol South,Arlington Cemetery,2.5
Capitol South,Ballston,17
Capitol South,Benning Road,2.3
Capitol South,Bethesda,7.3
Capitol South,Braddock Road,4.1
Capitol South,Branch Avenue,0.9
Capitol South,Brookland,1.5
Capitol South,Capitol Heights,0.2
Capitol South,Capitol South,10
Capitol South,Cheverly,2
Capitol South,Clarendon,4
Capitol South,Cleveland Park,0.7
Capitol South,College Park-U of MD,0.9
Capitol South,Columbia Heights,4.7
Capitol South,Congress Heights,0.2
Capitol South,Court House,12.5
Capitol South,Crystal City,17.9
Capitol South,Deanwood,1.5
Capitol South,Dunn Loring,0.3
Capitol South,Dupont Circle,30.2
Capitol South,East Falls Church,0.5
Capitol South,Eastern Market,3.1
Capitol South,Eisenhower Avenue,0.8
Capitol South,Farragut North,7.8
Capitol South,Farragut West,152.4
Capitol South,Federal Center SW,10.8
Capitol South,Federal Triangle,33.5
Capitol South,Foggy Bottom,83.5
Capitol South,Forest Glen,0
Capitol South,Fort Totten,0.2
Capitol South,Franconia-Springfield,1.6
Capitol South,Friendship Heights,4.9
Capitol South,Gallery Place-Chinatown,9.9
Capitol South,Georgia Avenue-Petworth,2.6
Capitol South,Glenmont,1.2
Capitol South,Greenbelt,1.6
Capitol South,Grosvenor,0.2
Capitol South,Huntington,1
Capitol South,Judiciary Square,1.5
Capitol South,King Street,15.1
Capitol South,Landover,0.8
Capitol South,Largo Town Center,3.1
Capitol South,L'Enfant Plaza,25.9
Capitol South,McPherson Square,110
Capitol South,Medical Center,2.3
Capitol South,Metro Center,63.8
Capitol South,Minnesota Avenue,7.4
Capitol South,Morgan Blvd.,0.7
Capitol South,Mt. Vernon Square-UDC,2
Capitol South,Navy Yard,0.5
Capitol South,Naylor Road,0.5
Capitol South,New Carrollton,9.8
Capitol South,New York Ave,1
Capitol South,Pentagon,18
Capitol South,Pentagon City,4.5
Capitol South,Potomac Avenue,3.6
Capitol South,Prince George's Plaza,1.1
Capitol South,Reagan Washington National Airport,10
Capitol South,Rhode Island Avenue,1
Capitol South,Rockville,0.9
Capitol South,Rosslyn,35.5
Capitol South,Shady Grove,0.7
Capitol South,Shaw-Howard University,0.5
Capitol South,Silver Spring,3.1
Capitol South,Smithsonian,31.8
Capitol South,Southern Avenue,1.5
Capitol South,Stadium-Armory,1
Capitol South,Suitland,1.3
Capitol South,Takoma,0.2
Capitol South,Tenleytown-AU,9
Capitol South,Twinbrook,0.7
Capitol South,U Street-Cardozo,4
Capitol South,Union Station,2.5
Capitol South,Van Dorn Street,0.3
Capitol South,Van Ness-UDC,1.7
Capitol South,Vienna,2.5
Capitol South,Virginia Square-GMU,2
Capitol South,Waterfront,1.9
Capitol South,West Falls Church,9.2
Capitol South,West Hyattsville,0.9
Capitol South,Wheaton,2
Capitol South,White Flint,1
Capitol South,Woodley Park-Zoo,3.5
Cheverly,Addison Road,1.5
Cheverly,Anacostia,6.7
Cheverly,Archives-Navy Memorial,28.1
Cheverly,Arlington Cemetery,0.5
Cheverly,Ballston,22.3
Cheverly,Benning Road,0.8
Cheverly,Bethesda,10.4
Cheverly,Braddock Road,2
Cheverly,Branch Avenue,2.1
Cheverly,Brookland,4.6
Cheverly,Capitol Heights,0.2
Cheverly,Capitol South,42.2
Cheverly,Cheverly,2.6
Cheverly,Clarendon,0.8
Cheverly,Cleveland Park,0.5
Cheverly,College Park-U of MD,1
Cheverly,Columbia Heights,8.6
Cheverly,Congress Heights,0.7
Cheverly,Court House,7.4
Cheverly,Crystal City,11.1
Cheverly,Deanwood,6
Cheverly,Dunn Loring,3.3
Cheverly,Dupont Circle,20
Cheverly,East Falls Church,4.9
Cheverly,Eastern Market,19.5
Cheverly,Eisenhower Avenue,0.2
Cheverly,Farragut North,12.3
Cheverly,Farragut West,111.5
Cheverly,Federal Center SW,41
Cheverly,Federal Triangle,53.1
Cheverly,Foggy Bottom,64.3
Cheverly,Forest Glen,0.2
Cheverly,Fort Totten,0.8
Cheverly,Franconia-Springfield,3.5
Cheverly,Friendship Heights,5.6
Cheverly,Gallery Place-Chinatown,26.3
Cheverly,Georgia Avenue-Petworth,2.3
Cheverly,Glenmont,0.4
Cheverly,Greenbelt,0.4
Cheverly,Grosvenor,0.5
Cheverly,Huntington,4.1
Cheverly,Judiciary Square,7.3
Cheverly,King Street,3
Cheverly,Landover,1.9
Cheverly,Largo Town Center,2.3
Cheverly,L'Enfant Plaza,60.2
Cheverly,McPherson Square,61.5
Cheverly,Medical Center,10.4
Cheverly,Metro Center,55.4
Cheverly,Minnesota Avenue,16.9
Cheverly,Morgan Blvd.,0.6
Cheverly,Mt. Vernon Square-UDC,4
Cheverly,Navy Yard,3.7
Cheverly,Naylor Road,0.5
Cheverly,New Carrollton,16.7
Cheverly,New York Ave,7.3
Cheverly,Pentagon,20
Cheverly,Pentagon City,12.4
Cheverly,Potomac Avenue,5.7
Cheverly,Prince George's Plaza,0.8
Cheverly,Reagan Washington National Airport,2.5
Cheverly,Rhode Island Avenue,2.7
Cheverly,Rockville,1.5
Cheverly,Rosslyn,25
Cheverly,Shady Grove,4.8
Cheverly,Shaw-Howard University,4.6
Cheverly,Silver Spring,3.3
Cheverly,Smithsonian,44.4
Cheverly,Southern Avenue,2.6
Cheverly,Stadium-Armory,4
Cheverly,Suitland,0.7
Cheverly,Takoma,1.1
Cheverly,Tenleytown-AU,5
Cheverly,Twinbrook,2
Cheverly,U Street-Cardozo,5.9
Cheverly,Union Station,20.4
Cheverly,Van Dorn Street,0.6
Cheverly,Van Ness-UDC,3.8
Cheverly,Vienna,3.3
Cheverly,Virginia Square-GMU,3.9
Cheverly,Waterfront,7.8
Cheverly,West Falls Church,8
Cheverly,West Hyattsville,0.7
Cheverly,Wheaton,2.6
Cheverly,White Flint,3.2
Cheverly,Woodley Park-Zoo,3.7
Clarendon,Anacostia,0.9
Clarendon,Archives-Navy Memorial,9.5
Clarendon,Arlington Cemetery,0.3
Clarendon,Ballston,45.1
Clarendon,Benning Road,0.5
Clarendon,Bethesda,19.3
Clarendon,Braddock Road,0.9
Clarendon,Branch Avenue,0.3
Clarendon,Brookland,4
Clarendon,Capitol South,51.2
Clarendon,Cheverly,0.8
Clarendon,Clarendon,5.6
Clarendon,Cleveland Park,0.4
Clarendon,College Park-U of MD,2
Clarendon,Columbia Heights,1.3
Clarendon,Congress Heights,0.5
Clarendon,Court House,4.6
Clarendon,Crystal City,22
Clarendon,Deanwood,0.3
Clarendon,Dunn Loring,11.5
Clarendon,Dupont Circle,13.3
Clarendon,East Falls Church,5.5
Clarendon,Eastern Market,7.8
Clarendon,Eisenhower Avenue,1.8
Clarendon,Farragut North,0.6
Clarendon,Farragut West,361.8
Clarendon,Federal Center SW,38.5
Clarendon,Federal Triangle,80.3
Clarendon,Foggy Bottom,178.4
Clarendon,Forest Glen,0
Clarendon,Fort Totten,0.6
Clarendon,Franconia-Springfield,1.5
Clarendon,Friendship Heights,7.4
Clarendon,Gallery Place-Chinatown,39.6
Clarendon,Georgia Avenue-Petworth,0.4
Clarendon,Glenmont,0.2
Clarendon,Greenbelt,0.6
Clarendon,Grosvenor,0.3
Clarendon,Huntington,0.3
Clarendon,Judiciary Square,36
Clarendon,King Street,15
Clarendon,Landover,0.4
Clarendon,Largo Town Center,0.1
Clarendon,L'Enfant Plaza,65.4
Clarendon,McPherson Square,228.6
Clarendon,Medical Center,6.3
Clarendon,Metro Center,166.7
Clarendon,Minnesota Avenue,0.9
Clarendon,Morgan Blvd.,0.1
Clarendon,Mt. Vernon Square-UDC,2.8
Clarendon,Navy Yard,15.7
Clarendon,Naylor Road,0
Clarendon,New Carrollton,4
Clarendon,New York Ave,15.9
Clarendon,Pentagon,23.9
Clarendon,Pentagon City,4
Clarendon,Potomac Avenue,1.7
Clarendon,Prince George's Plaza,1.5
Clarendon,Reagan Washington National Airport,8.8
Clarendon,Rhode Island Avenue,0.9
Clarendon,Rockville,0.4
Clarendon,Rosslyn,63
Clarendon,Shady Grove,1.4
Clarendon,Shaw-Howard University,0.5
Clarendon,Silver Spring,7
Clarendon,Smithsonian,52.5
Clarendon,Southern Avenue,0.4
Clarendon,Stadium-Armory,1
Clarendon,Suitland,3.3
Clarendon,Takoma,0.6
Clarendon,Tenleytown-AU,4.6
Clarendon,Twinbrook,1.4
Clarendon,U Street-Cardozo,3
Clarendon,Union Station,81.1
Clarendon,Van Dorn Street,1.2
Clarendon,Van Ness-UDC,3.7
Clarendon,Vienna,16.8
Clarendon,Virginia Square-GMU,2.4
Clarendon,Waterfront,1
Clarendon,West Falls Church,37.3
Clarendon,West Hyattsville,0
Clarendon,Wheaton,0
Clarendon,White Flint,2.4
Clarendon,Woodley Park-Zoo,3.2
Cleveland Park,Addison Road,0.2
Cleveland Park,Anacostia,3.3
Cleveland Park,Archives-Navy Memorial,7.7
Cleveland Park,Arlington Cemetery,0.4
Cleveland Park,Ballston,13
Cleveland Park,Benning Road,0.9
Cleveland Park,Bethesda,125
Cleveland Park,Braddock Road,3.4
Cleveland Park,Branch Avenue,0.1
Cleveland Park,Brookland,5.3
Cleveland Park,Capitol South,44.6
Cleveland Park,Clarendon,2.9
Cleveland Park,Cleveland Park,4.2
Cleveland Park,College Park-U of MD,2.1
Cleveland Park,Columbia Heights,0.5
Cleveland Park,Congress Heights,0.1
Cleveland Park,Court House,4.1
Cleveland Park,Crystal City,22.6
Cleveland Park,Deanwood,0.4
Cleveland Park,Dunn Loring,2
Cleveland Park,Dupont Circle,149.1
Cleveland Park,East Falls Church,0.2
Cleveland Park,Eastern Market,5.3
Cleveland Park,Eisenhower Avenue,0.8
Cleveland Park,Farragut North,560.5
Cleveland Park,Farragut West,1.3
Cleveland Park,Federal Center SW,41.4
Cleveland Park,Federal Triangle,29.1
Cleveland Park,Foggy Bottom,26.1
Cleveland Park,Forest Glen,0.5
Cleveland Park,Fort Totten,0.5
Cleveland Park,Franconia-Springfield,3
Cleveland Park,Friendship Heights,41.7
Cleveland Park,Gallery Place-Chinatown,108.8
Cleveland Park,Georgia Avenue-Petworth,0.9
Cleveland Park,Glenmont,0.4
Cleveland Park,Greenbelt,0.8
Cleveland Park,Grosvenor,8.1
Cleveland Park,Huntington,0.4
Cleveland Park,Judiciary Square,109
Cleveland Park,King Street,11.5
Cleveland Park,Landover,0.2
Cleveland Park,Largo Town Center,1.3
Cleveland Park,L'Enfant Plaza,56.1
Cleveland Park,McPherson Square,13
Cleveland Park,Medical Center,84.6
Cleveland Park,Metro Center,308.3
Cleveland Park,Minnesota Avenue,1
Cleveland Park,Morgan Blvd.,0.9
Cleveland Park,Mt. Vernon Square-UDC,2.9
Cleveland Park,Navy Yard,16.4
Cleveland Park,Naylor Road,0
Cleveland Park,New Carrollton,5.5
Cleveland Park,New York Ave,21
Cleveland Park,Pentagon,15.9
Cleveland Park,Pentagon City,5.6
Cleveland Park,Potomac Avenue,0.1
Cleveland Park,Prince George's Plaza,0.1
Cleveland Park,Reagan Washington National Airport,12.5
Cleveland Park,Rhode Island Avenue,0.7
Cleveland Park,Rockville,18.1
Cleveland Park,Rosslyn,24.1
Cleveland Park,Shady Grove,16.2
Cleveland Park,Shaw-Howard University,0.7
Cleveland Park,Silver Spring,16.2
Cleveland Park,Smithsonian,57
Cleveland Park,Southern Avenue,0.6
Cleveland Park,Stadium-Armory,1.1
Cleveland Park,Suitland,5.1
Cleveland Park,Takoma,1.2
Cleveland Park,Tenleytown-AU,35.9
Cleveland Park,Twinbrook,19.5
Cleveland Park,U Street-Cardozo,2.8
Cleveland Park,Union Station,191.9
Cleveland Park,Van Dorn Street,0.1
Cleveland Park,Van Ness-UDC,7.2
Cleveland Park,Vienna,1.7
Cleveland Park,Virginia Square-GMU,1.9
Cleveland Park,Waterfront,5.3
Cleveland Park,West Falls Church,6
Cleveland Park,West Hyattsville,0.1
Cleveland Park,Wheaton,0.1
Cleveland Park,White Flint,21.9
Cleveland Park,Woodley Park-Zoo,6.3
College Park-U of MD,Addison Road,1.4
College Park-U of MD,Anacostia,11.3
College Park-U of MD,Archives-Navy Memorial,119
College Park-U of MD,Arlington Cemetery,2.6
College Park-U of MD,Ballston,11.5
College Park-U of MD,Benning Road,0.4
College Park-U of MD,Bethesda,10.2
College Park-U of MD,Braddock Road,1
College Park-U of MD,Branch Avenue,5.4
College Park-U of MD,Brookland,17.4
College Park-U of MD,Capitol Heights,0.9
College Park-U of MD,Capitol South,29.3
College Park-U of MD,Cheverly,0.1
College Park-U of MD,Clarendon,3.4
College Park-U of MD,Cleveland Park,1.3
College Park-U of MD,College Park-U of MD,7.2
College Park-U of MD,Columbia Heights,42.2
College Park-U of MD,Congress Heights,0.9
College Park-U of MD,Court House,8
College Park-U of MD,Crystal City,41.9
College Park-U of MD,Deanwood,0
College Park-U of MD,Dunn Loring,3.6
College Park-U of MD,Dupont Circle,72.7
College Park-U of MD,East Falls Church,0.9
College Park-U of MD,Eastern Market,2.3
College Park-U of MD,Eisenhower Avenue,1.5
College Park-U of MD,Farragut North,188.5
College Park-U of MD,Farragut West,48.9
College Park-U of MD,Federal Center SW,26.3
College Park-U of MD,Federal Triangle,31.8
College Park-U of MD,Foggy Bottom,57
College Park-U of MD,Forest Glen,3
College Park-U of MD,Fort Totten,15.7
College Park-U of MD,Franconia-Springfield,2.6
College Park-U of MD,Friendship Heights,11.8
College Park-U of MD,Gallery Place-Chinatown,171.6
College Park-U of MD,Georgia Avenue-Petworth,15.5
College Park-U of MD,Glenmont,5
College Park-U of MD,Greenbelt,21.5
College Park-U of MD,Grosvenor,0.9
College Park-U of MD,Huntington,2.5
College Park-U of MD,Judiciary Square,39.7
College Park-U of MD,King Street,22.5
College Park-U of MD,Landover,0
College Park-U of MD,Largo Town Center,2
College Park-U of MD,L'Enfant Plaza,164.1
College Park-U of MD,McPherson Square,48.1
College Park-U of MD,Medical Center,12.5
College Park-U of MD,Metro Center,74
College Park-U of MD,Minnesota Avenue,0.1
College Park-U of MD,Morgan Blvd.,1.8
College Park-U of MD,Mt. Vernon Square-UDC,44.5
College Park-U of MD,Navy Yard,36.8
College Park-U of MD,Naylor Road,2
College Park-U of MD,New Carrollton,0.7
College Park-U of MD,New York Ave,32.3
College Park-U of MD,Pentagon,32.3
College Park-U of MD,Pentagon City,15
College Park-U of MD,Potomac Avenue,1.6
College Park-U of MD,Prince George's Plaza,15.3
College Park-U of MD,Reagan Washington National Airport,13
College Park-U of MD,Rhode Island Avenue,5.2
College Park-U of MD,Rockville,7.8
College Park-U of MD,Rosslyn,22.5
College Park-U of MD,Shady Grove,8
College Park-U of MD,Shaw-Howard University,14.2
College Park-U of MD,Silver Spring,53.1
College Park-U of MD,Smithsonian,44.8
College Park-U of MD,Southern Avenue,2.5
College Park-U of MD,Stadium-Armory,1.6
College Park-U of MD,Suitland,12.5
College Park-U of MD,Takoma,6.2
College Park-U of MD,Tenleytown-AU,9.1
College Park-U of MD,Twinbrook,1.7
College Park-U of MD,U Street-Cardozo,31
College Park-U of MD,Union Station,109.9
College Park-U of MD,Van Dorn Street,0.4
College Park-U of MD,Van Ness-UDC,6.1
College Park-U of MD,Vienna,1
College Park-U of MD,Virginia Square-GMU,3.1
College Park-U of MD,Waterfront,12.5
College Park-U of MD,West Falls Church,8.8
College Park-U of MD,West Hyattsville,4.3
College Park-U of MD,Wheaton,8.5
College Park-U of MD,White Flint,2.5
College Park-U of MD,Woodley Park-Zoo,4.9
Columbia Heights,Addison Road,5
Columbia Heights,Anacostia,105.7
Columbia Heights,Archives-Navy Memorial,251.7
Columbia Heights,Arlington Cemetery,3
Columbia Heights,Ballston,33.6
Columbia Heights,Benning Road,12.4
Columbia Heights,Bethesda,22
Columbia Heights,Braddock Road,25.5
Columbia Heights,Branch Avenue,17.9
Columbia Heights,Brookland,26.7
Columbia Heights,Capitol Heights,6.3
Columbia Heights,Capitol South,172.9
Columbia Heights,Cheverly,4
Columbia Heights,Clarendon,9.1
Columbia Heights,Cleveland Park,2.3
Columbia Heights,College Park-U of MD,105.4
Columbia Heights,Columbia Heights,15.7
Columbia Heights,Congress Heights,26
Columbia Heights,Court House,23.8
Columbia Heights,Crystal City,126.9
Columbia Heights,Deanwood,7.9
Columbia Heights,Dunn Loring,10
Columbia Heights,Dupont Circle,35.5
Columbia Heights,East Falls Church,2.4
Columbia Heights,Eastern Market,58.2
Columbia Heights,Eisenhower Avenue,12.5
Columbia Heights,Farragut North,146
Columbia Heights,Farragut West,19.5
Columbia Heights,Federal Center SW,86.2
Columbia Heights,Federal Triangle,28.7
Columbia Heights,Foggy Bottom,86.8
Columbia Heights,Forest Glen,3.2
Columbia Heights,Fort Totten,57.9
Columbia Heights,Franconia-Springfield,15.1
Columbia Heights,Friendship Heights,18.1
Columbia Heights,Gallery Place-Chinatown,423.3
Columbia Heights,Georgia Avenue-Petworth,41.9
Columbia Heights,Glenmont,5
Columbia Heights,Greenbelt,52.2
Columbia Heights,Grosvenor,2.3
Columbia Heights,Huntington,14
Columbia Heights,Judiciary Square,74.5
Columbia Heights,King Street,67.2
Columbia Heights,Landover,3.5
Columbia Heights,Largo Town Center,6.2
Columbia Heights,L'Enfant Plaza,350.8
Columbia Heights,McPherson Square,6.1
Columbia Heights,Medical Center,16
Columbia Heights,Metro Center,99
Columbia Heights,Minnesota Avenue,19.8
Columbia Heights,Morgan Blvd.,6.5
Columbia Heights,Mt. Vernon Square-UDC,99.5
Columbia Heights,Navy Yard,116.8
Columbia Heights,Naylor Road,10.9
Columbia Heights,New Carrollton,13.8
Columbia Heights,New York Ave,61.5
Columbia Heights,Pentagon,84.9
Columbia Heights,Pentagon City,44.6
Columbia Heights,Potomac Avenue,9.7
Columbia Heights,Prince George's Plaza,46.1
Columbia Heights,Reagan Washington National Airport,62.9
Columbia Heights,Rhode Island Avenue,40.2
Columbia Heights,Rockville,5.6
Columbia Heights,Rosslyn,68.4
